symbol,refseq,tag,ensembl_id,gene_id
NBEA,NM_001385012.1,MANE Select,ENST00000379939.7,26960
MAB21L1,NM_005584.5,MANE Select,ENST00000379919.6,4081
DCLK1,NM_001330071.2,MANE Select,ENST00000360631.8,9201
SOHLH2,NM_017826.3,MANE Select,ENST00000379881.8,54937
CCDC169,NM_001144981.3,MANE Select,ENST00000239859.8,728591
SPART,NM_015087.5,MANE Select,ENST00000438666.7,23111
CCNA1,NM_003914.4,MANE Select,ENST00000255465.7,8900
SERTM1,NM_203451.3,MANE Select,ENST00000315190.4,400120
RFXAP,NM_000538.4,MANE Select,ENST00000255476.3,5994
SMAD9,NM_001127217.3,MANE Select,ENST00000379826.5,4093
ALG5,NM_013338.5,MANE Select,ENST00000239891.4,29880
EXOSC8,NM_181503.3,MANE Select,ENST00000389704.4,11340
SUPT20H,NM_001014286.3,MANE Select,ENST00000350612.11,55578
CSNK1A1L,NM_145203.6,MANE Select,ENST00000379800.4,122011
POSTN,NM_006475.3,MANE Select,ENST00000379747.9,10631
TRPC4,NM_016179.4,MANE Select,ENST00000379705.8,7223
UFM1,NM_016617.4,MANE Select,ENST00000239878.9,51569
FREM2,NM_207361.6,MANE Select,ENST00000280481.9,341640
STOML3,NM_145286.3,MANE Select,ENST00000379631.9,161003
PROSER1,NM_025138.5,MANE Select,ENST00000352251.8,80209
NHLRC3,NM_001012754.4,MANE Select,ENST00000379600.8,387921
LHFPL6,NM_005780.3,MANE Select,ENST00000379589.4,10186
COG6,NM_020751.3,MANE Select,ENST00000455146.8,57511
FOXO1,NM_002015.4,MANE Select,ENST00000379561.6,2308
MRPS31,NM_005830.4,MANE Select,ENST00000323563.8,10240
SLC25A15,NM_014252.4,MANE Select,ENST00000338625.9,10166
ELF1,NM_172373.4,MANE Select,ENST00000239882.7,1997
WBP4,NM_007187.5,MANE Select,ENST00000379487.5,11193
KBTBD6,NM_152903.5,MANE Select,ENST00000379485.2,89890
KBTBD7,NM_032138.7,MANE Select,ENST00000379483.4,84078
MTRF1,NM_004294.4,MANE Select,ENST00000379480.9,9617
NAA16,NM_024561.5,MANE Select,ENST00000379406.8,79612
RGCC,NM_014059.3,MANE Select,ENST00000379359.4,28984
VWA8,NM_015058.2,MANE Select,ENST00000379310.8,23078
DGKH,NM_178009.5,MANE Select,ENST00000337343.9,160851
AKAP11,NM_016248.4,MANE Select,ENST00000025301.4,11215
TNFSF11,NM_003701.4,MANE Select,ENST00000398795.7,8600
FAM216B,NM_001318932.2,MANE Select,ENST00000313851.3,144809
EPSTI1,NM_033255.5,MANE Select,ENST00000313624.12,94240
DNAJC15,NM_013238.3,MANE Select,ENST00000379221.4,29103
ENOX1,NM_001347969.2,MANE Select,ENST00000690772.1,55068
CCDC122,NM_144974.5,MANE Select,ENST00000444614.8,160857
LACC1,NM_153218.4,MANE Select,ENST00000325686.7,144811
SMIM2,NM_024058.3,MANE Select,ENST00000400419.2,79024
SERP2,NM_001010897.3,MANE Select,ENST00000379179.8,387923
TSC22D1,NM_183422.4,MANE Select,ENST00000458659.3,8848
NUFIP1,NM_012345.3,MANE Select,ENST00000379161.5,26747
GPALPP1,NM_018559.5,MANE Select,ENST00000379151.9,55425
GTF2F2,NM_004128.3,MANE Select,ENST00000340473.8,2963
KCTD4,NM_198404.3,MANE Select,ENST00000379108.2,386618
TPT1,NM_003295.4,MANE Select,ENST00000530705.6,7178
SLC25A30,NM_001010875.4,MANE Select,ENST00000519676.6,253512
COG3,NM_031431.4,MANE Select,ENST00000349995.10,83548
ERICH6B,NM_182542.3,MANE Select,ENST00000298738.3,220081
CBY2,NM_152719.3,MANE Select,ENST00000310521.6,220082
SIAH3,NM_198849.3,MANE Select,ENST00000400405.4,283514
ZC3H13,NM_001330564.2,MANE Select,ENST00000679008.1,23091
CPB2,NM_001872.5,MANE Select,ENST00000181383.10,1361
LCP1,NM_002298.5,MANE Select,ENST00000323076.7,3936
LRRC63,NM_001282460.2,MANE Select,ENST00000595396.3,220416
RUBCNL,NM_025113.5,MANE Select,ENST00000429979.6,80183
LRCH1,NM_001164211.2,MANE Select,ENST00000389797.8,23143
ESD,NM_001984.2,MANE Select,ENST00000378720.8,2098
HTR2A,NM_000621.5,MANE Select,ENST00000542664.4,3356
SUCLA2,NM_003850.3,MANE Select,ENST00000646932.1,8803
NUDT15,NM_018283.4,MANE Select,ENST00000258662.3,55270
MED4,NM_014166.4,MANE Select,ENST00000258648.7,29079
ITM2B,NM_021999.5,MANE Select,ENST00000647800.2,9445
RB1,NM_000321.3,MANE Select,ENST00000267163.6,5925
LPAR6,NM_001162498.3,MANE Select,ENST00000620633.5,10161
RCBTB2,NM_001268.4,MANE Select,ENST00000344532.8,1102
CYSLTR2,NM_001308476.3,MANE Select,ENST00000682523.1,57105
FNDC3A,NM_001079673.2,MANE Select,ENST00000492622.6,22862
MLNR,NM_001507.1,MANE Select,ENST00000218721.1,2862
CDADC1,NM_030911.4,MANE Select,ENST00000251108.10,81602
CAB39L,NM_001079670.3,MANE Select,ENST00000409308.6,81617
SETDB2,NM_001160308.3,MANE Select,ENST00000611815.2,83852
PHF11,NM_001040443.3,MANE Select,ENST00000378319.8,51131
RCBTB1,NM_018191.4,MANE Select,ENST00000378302.7,55213
ARL11,NM_138450.6,MANE Select,ENST00000282026.2,115761
EBPL,NM_032565.5,MANE Select,ENST00000242827.11,84650
KPNA3,NM_002267.4,MANE Select,ENST00000261667.8,3839
SPRYD7,NM_020456.4,MANE Select,ENST00000361840.8,57213
TRIM13,NM_213590.3,MANE Select,ENST00000378182.4,10206
KCNRG,NM_173605.2,MANE Select,ENST00000312942.2,283518
DLEU7,NM_001306135.2,MANE Select,ENST00000504404.2,220107
RNASEH2B,NM_024570.4,MANE Select,ENST00000336617.8,79621
C13orf42,NM_001351589.3,MANE Select,ENST00000563710.7,647166
FAM124A,NM_001242312.2,MANE Select,ENST00000322475.13,220108
SERPINE3,NM_001386375.1,MANE Select,ENST00000681248.1,647174
INTS6,NM_012141.3,MANE Select,ENST00000311234.9,26512
WDFY2,NM_052950.4,MANE Select,ENST00000298125.7,115825
DHRS12,NM_001377533.1,MANE Select,ENST00000444610.8,79758
TMEM272,NM_001351003.2,MANE Select,ENST00000629372.3,283521
CCDC70,NM_031290.4,MANE Select,ENST00000242819.7,83446
ATP7B,NM_000053.4,MANE Select,ENST00000242839.10,540
ALG11,NM_001004127.3,MANE Select,ENST00000521508.2,440138
UTP14C,NM_021645.6,MANE Select,ENST00000521776.2,9724
NEK5,NM_001365552.1,MANE Select,ENST00000684899.1,341676
NEK3,NM_002498.3,MANE Select,ENST00000610828.5,4752
THSD1,NM_018676.4,MANE Select,ENST00000258613.5,55901
VPS36,NM_016075.4,MANE Select,ENST00000378060.9,51028
CKAP2,NM_018204.5,MANE Select,ENST00000258607.10,26586
HNRNPA1L2,NM_001389320.1,MANE Select,ENST00000357495.5,144983
SUGT1,NM_006704.5,MANE Select,ENST00000310528.9,10910
CNMD,NM_007015.3,MANE Select,ENST00000377962.8,11061
PCDH8,NM_002590.4,MANE Select,ENST00000377942.7,5100
OLFM4,NM_006418.5,MANE Select,ENST00000219022.3,10562
PRR20A,NM_198441.2,MANE Select,ENST00000377931.1,122183
PRR20B,NM_001130404.1,MANE Select,ENST00000377930.1,729233
PRR20C,NM_001130405.1,MANE Select,ENST00000544357.2,729240
PRR20D,NM_001130406.1,MANE Select,ENST00000452123.3,729246
PRR20E,NM_001130407.1,MANE Select,ENST00000434815.1,729250
PCDH17,NM_001040429.3,MANE Select,ENST00000377918.8,27253
DIAPH3,NM_001042517.2,MANE Select,ENST00000400324.9,81624
TDRD3,NM_001146070.2,MANE Select,ENST00000377881.8,81550
PCDH20,NM_022843.4,MANE Select,ENST00000409204.5,64881
LOC112267897,NM_001395920.1,MANE Select,ENST00000611641.1,112267897
LOC647264,NM_001370368.2,MANE Select,ENST00000648713.2,647264
PCDH9,NM_203487.3,MANE Select,ENST00000377865.7,5101
KLHL1,NM_020866.3,MANE Select,ENST00000377844.9,57626
DACH1,NM_080759.6,MANE Select,ENST00000613252.5,1602
MZT1,NM_001071775.3,MANE Select,ENST00000377818.4,440145
BORA,NM_024808.5,MANE Select,ENST00000390667.11,79866
DIS3,NM_014953.5,MANE Select,ENST00000377767.9,22894
PIBF1,NM_006346.4,MANE Select,ENST00000326291.11,10464
KLF5,NM_001730.5,MANE Select,ENST00000377687.6,688
TBC1D4,NM_014832.5,MANE Select,ENST00000377636.8,9882
COMMD6,NM_203495.4,MANE Select,ENST00000682242.1,170622
UCHL3,NM_006002.5,MANE Select,ENST00000377595.8,7347
LMO7,NM_001306080.2,MANE Select,ENST00000377534.8,4008
KCTD12,NM_138444.4,MANE Select,ENST00000377474.4,115207
ACOD1,NM_001258406.2,MANE Select,ENST00000377462.6,730249
CLN5,NM_006493.4,MANE Select,ENST00000377453.9,1203
FBXL3,NM_012158.4,MANE Select,ENST00000355619.10,26224
MYCBP2,NM_015057.5,MANE Select,ENST00000544440.7,23077
SCEL,NM_144777.3,MANE Select,ENST00000349847.4,8796
SLAIN1,NM_001242868.2,MANE Select,ENST00000418532.6,122060
EDNRB,NM_001122659.3,MANE Select,ENST00000646607.2,1910
POU4F1,NM_006237.4,MANE Select,ENST00000377208.7,5457
OBI1,NM_024546.4,MANE Select,ENST00000282003.7,79596
RBM26,NM_001366735.2,MANE Select,ENST00000438737.3,64062
NDFIP2,NM_019080.3,MANE Select,ENST00000218652.12,54602
SPRY2,NM_005842.4,MANE Select,ENST00000377104.4,10253
SLITRK1,NM_001281503.2,MANE Select,ENST00000674365.1,114798
SLITRK6,NM_032229.3,MANE Select,ENST00000647374.2,84189
SLITRK5,NM_001384609.1,MANE Select,ENST00000683689.1,26050
GPC5,NM_004466.6,MANE Select,ENST00000377067.9,2262
GPC6,NM_005708.5,MANE Select,ENST00000377047.9,10082
DCT,NM_001922.5,MANE Select,ENST00000377028.10,1638
TGDS,NM_014305.4,MANE Select,ENST00000261296.7,23483
GPR180,NM_180989.6,MANE Select,ENST00000376958.5,160897
SOX21,NM_007084.4,MANE Select,ENST00000376945.4,11166
ABCC4,NM_005845.5,MANE Select,ENST00000645237.2,10257
CLDN10,NM_006984.5,MANE Select,ENST00000299339.3,9071
DZIP1,NM_198968.4,MANE Select,ENST00000376829.7,22873
DNAJC3,NM_006260.5,MANE Select,ENST00000602402.6,5611
UGGT2,NM_020121.4,MANE Select,ENST00000376747.8,55757
HS6ST3,NM_153456.4,MANE Select,ENST00000376705.4,266722
OXGR1,NM_001346194.2,MANE Select,ENST00000541038.2,27199
MBNL2,NM_001382683.1,MANE Select,ENST00000679496.1,10150
RAP2A,NM_021033.7,MANE Select,ENST00000245304.5,5911
IPO5,NM_002271.6,MANE Select,ENST00000651721.2,3843
FARP1,NM_005766.4,MANE Select,ENST00000319562.11,10160
RNF113B,NM_178861.5,MANE Select,ENST00000267291.7,140432
STK24,NM_001032296.4,MANE Select,ENST00000539966.6,8428
SLC15A1,NM_005073.4,MANE Select,ENST00000376503.10,6564
DOCK9,NM_001366683.2,MANE Select,ENST00000682017.1,23348
UBAC2,NM_001144072.2,MANE Select,ENST00000403766.8,337867
GPR18,NM_001098200.2,MANE Select,ENST00000397470.5,2841
GPR183,NM_004951.5,MANE Select,ENST00000376414.5,1880
TM9SF2,NM_004800.3,MANE Select,ENST00000376387.5,9375
CLYBL,NM_206808.5,MANE Select,ENST00000339105.9,171425
ZIC5,NM_033132.5,MANE Select,ENST00000267294.5,85416
ZIC2,NM_007129.5,MANE Select,ENST00000376335.8,7546
PCCA,NM_000282.4,MANE Select,ENST00000376285.6,5095
GGACT,NM_001195087.2,MANE Select,ENST00000683975.1,87769
TMTC4,NM_032813.5,MANE Select,ENST00000342624.10,84899
NALCN,NM_052867.4,MANE Select,ENST00000251127.11,259232
ITGBL1,NM_004791.3,MANE Select,ENST00000376180.8,9358
FGF14,NM_004115.4,MANE Select,ENST00000376143.5,2259
TPP2,NM_001330588.2,MANE Select,ENST00000376052.5,7174
METTL21C,NM_001010977.3,MANE Select,ENST00000267273.7,196541
CCDC168,NM_001146197.3,MANE Select,ENST00000322527.4,643677
TEX30,NM_138779.5,MANE Select,ENST00000376032.9,93081
POGLUT2,NM_024089.3,MANE Select,ENST00000376004.5,79070
BIVM,NM_017693.4,MANE Select,ENST00000257336.6,54841
ERCC5,NM_000123.4,MANE Select,ENST00000652225.2,2073
SLC10A2,NM_000452.3,MANE Select,ENST00000245312.5,6555
DAOA,NM_172370.5,MANE Select,ENST00000375936.9,267012
EFNB2,NM_004093.4,MANE Select,ENST00000646441.1,1948
ARGLU1,NM_018011.4,MANE Select,ENST00000400198.8,55082
NALF1,NM_001080396.3,MANE Select,ENST00000375915.4,728215
LIG4,NM_206937.2,MANE Select,ENST00000442234.6,3981
ABHD13,NM_032859.3,MANE Select,ENST00000375898.4,84945
TNFSF13B,NM_006573.5,MANE Select,ENST00000375887.9,10673
MYO16,NM_001198950.3,MANE Select,ENST00000457511.7,23026
IRS2,NM_003749.3,MANE Select,ENST00000375856.5,8660
COL4A1,NM_001845.6,MANE Select,ENST00000375820.10,1282
COL4A2,NM_001846.4,MANE Select,ENST00000360467.7,1284
RAB20,NM_017817.3,MANE Select,ENST00000267328.5,55647
NAXD,NM_001242882.2,MANE Select,ENST00000680254.1,55739
CARS2,NM_024537.4,MANE Select,ENST00000257347.9,79587
ING1,NM_198219.3,MANE Select,ENST00000333219.9,3621
ANKRD10,NM_017664.4,MANE Select,ENST00000267339.6,55608
ARHGEF7,NM_001354046.2,MANE Select,ENST00000646102.2,8874
TEX29,NM_152324.3,MANE Select,ENST00000283547.2,121793
SOX1,NM_005986.3,MANE Select,ENST00000330949.3,6656
SPACA7,NM_145248.5,MANE Select,ENST00000283550.8,122258
TUBGCP3,NM_006322.6,MANE Select,ENST00000261965.8,10426
ATP11A,NM_015205.3,MANE Select,ENST00000375645.8,23250
MCF2L,NM_001112732.3,MANE Select,ENST00000535094.7,23263
F7,NM_019616.4,MANE Select,ENST00000346342.8,2155
F10,NM_000504.4,MANE Select,ENST00000375559.8,2159
PROZ,NM_003891.3,MANE Select,ENST00000375547.7,8858
PCID2,NM_001127202.4,MANE Select,ENST00000337344.9,55795
CUL4A,NM_001008895.4,MANE Select,ENST00000375440.9,8451
LAMP1,NM_005561.4,MANE Select,ENST00000332556.5,3916
GRTP1,NM_024719.4,MANE Select,ENST00000375431.9,79774
ADPRHL1,NM_001394807.1,MANE Select,ENST00000612156.3,113622
DCUN1D2,NM_001014283.2,MANE Select,ENST00000478244.6,55208
TMCO3,NM_017905.6,MANE Select,ENST00000434316.7,55002
TFDP1,NM_007111.5,MANE Select,ENST00000375370.10,7027
GRK1,NM_002929.3,MANE Select,ENST00000335678.7,6011
ATP4B,NM_000705.4,MANE Select,ENST00000335288.5,496
TMEM255B,NM_182614.4,MANE Select,ENST00000375353.5,348013
GAS6,NM_000820.4,MANE Select,ENST00000327773.7,2621
C13orf46,NM_001365455.2,MANE Select,ENST00000636427.3,100507747
RASA3,NM_007368.4,MANE Select,ENST00000334062.8,22821
CFAP97D2,NM_001395229.1,MANE Select,ENST00000636692.2,101929355
CDC16,NM_001078645.3,MANE Select,ENST00000356221.8,8881
UPF3A,NM_023011.4,MANE Select,ENST00000375299.8,65110
CHAMP1,NM_032436.4,MANE Select,ENST00000361283.4,283489
OR11H12,NM_001013354.1,MANE Select,ENST00000550708.2,440153
POTEM,NM_001145442.1,MANE Select,ENST00000547889.6,641455
POTEG,NM_001005356.3,MANE Select,ENST00000547848.5,404785
OR11H2,NM_001197287.2,MANE Select,ENST00000556246.3,79334
OR4M1,NM_001005500.2,MANE Select,ENST00000641200.1,441670
OR4N2,NM_001004723.3,MANE Select,ENST00000557677.3,390429
OR4K2,NM_001005501.2,MANE Select,ENST00000641885.1,390431
OR4K1,NM_001004063.3,MANE Select,ENST00000641172.1,79544
OR4K5,NM_001005483.1,MANE Select,ENST00000315915.5,79317
OR4K15,NM_001005486.2,MANE Select,ENST00000305051.6,81127
OR4K14,NM_001004712.2,MANE Select,ENST00000641793.1,122740
OR4K13,NM_001004714.2,MANE Select,ENST00000641904.1,390433
OR4L1,NM_001004717.1,MANE Select,ENST00000315683.1,122742
OR4K17,NM_001004715.5,MANE Select,ENST00000641386.2,390436
OR4N5,NM_001004724.2,MANE Select,ENST00000641086.1,390437
OR11G2,NM_001386033.1,MANE Select,ENST00000641879.2,390439
OR11H6,NM_001004480.1,MANE Select,ENST00000315519.3,122748
OR11H4,NM_001004479.2,MANE Select,ENST00000641082.1,390442
TTC5,NM_138376.3,MANE Select,ENST00000258821.8,91875
CCNB1IP1,NM_021178.5,MANE Select,ENST00000358932.9,57820
PARP2,NM_001042618.2,MANE Select,ENST00000429687.8,10038
TEP1,NM_007110.5,MANE Select,ENST00000262715.10,7011
KLHL33,NM_001365790.2,MANE Select,ENST00000636854.3,123103
OSGEP,NM_017807.4,MANE Select,ENST00000206542.9,55644
APEX1,NM_001641.4,MANE Select,ENST00000216714.8,328
PIP4P1,NM_144568.4,MANE Select,ENST00000250489.9,90809
PNP,NM_000270.4,MANE Select,ENST00000361505.10,4860
RNASE12,NM_001024822.4,MANE Select,ENST00000696784.1,493901
OR6S1,NM_001001968.1,MANE Select,ENST00000320704.3,341799
ANG,NM_001097577.3,MANE Select,ENST00000397990.5,283
RNASE4,NM_002937.5,MANE Select,ENST00000555835.3,6038
EDDM3A,NM_006683.5,MANE Select,ENST00000326842.3,10876
EDDM3B,NM_022360.5,MANE Select,ENST00000326783.4,64184
RNASE6,NM_005615.5,MANE Select,ENST00000304677.3,6039
RNASE1,NM_002933.5,MANE Select,ENST00000397967.5,6035
RNASE3,NM_002935.3,MANE Select,ENST00000304639.4,6037
RNASE2,NM_002934.3,MANE Select,ENST00000304625.3,6036
METTL17,NM_022734.3,MANE Select,ENST00000339374.11,64745
SLC39A2,NM_014579.4,MANE Select,ENST00000298681.5,29986
NDRG2,NM_001320329.2,MANE Select,ENST00000556147.6,57447
TPPP2,NM_173846.5,MANE Select,ENST00000321760.11,122664
RNASE13,NM_001012264.4,MANE Select,ENST00000382951.4,440163
RNASE7,NM_032572.4,MANE Select,ENST00000298690.5,84659
RNASE8,NM_138331.2,MANE Select,ENST00000308227.2,122665
ARHGEF40,NM_018071.5,MANE Select,ENST00000298694.9,55701
ZNF219,NM_016423.3,MANE Select,ENST00000360947.8,51222
TMEM253,NM_001395467.1,MANE Select,ENST00000556585.3,643382
OR5AU1,NM_001004731.3,MANE Select,ENST00000304418.5,390445
HNRNPC,NM_004500.4,MANE Select,ENST00000553300.6,3183
RPGRIP1,NM_020366.4,MANE Select,ENST00000400017.7,57096
SUPT16H,NM_007192.4,MANE Select,ENST00000216297.7,11198
CHD8,NM_001170629.2,MANE Select,ENST00000646647.2,57680
RAB2B,NM_032846.4,MANE Select,ENST00000397762.6,84932
TOX4,NM_014828.4,MANE Select,ENST00000448790.7,9878
METTL3,NM_019852.5,MANE Select,ENST00000298717.9,56339
SALL2,NM_001364564.1,MANE Select,ENST00000537235.2,6297
OR10G3,NM_001005465.2,MANE Select,ENST00000641040.1,26533
OR10G2,NM_001005466.2,MANE Select,ENST00000542433.1,26534
OR4E2,NM_001001912.3,MANE Select,ENST00000641524.1,26686
OR4E1,NM_001317107.2,MANE Select,ENST00000641792.2,26687
DAD1,NM_001344.4,MANE Select,ENST00000250498.9,1603
ABHD4,NM_022060.3,MANE Select,ENST00000428304.7,63874
OR6J1,NM_001348233.2,MANE Select,ENST00000540461.2,79549
OXA1L,NM_005015.5,MANE Select,ENST00000612549.6,5018
SLC7A7,NM_003982.4,MANE Select,ENST00000674313.1,9056
MRPL52,NM_180982.3,MANE Select,ENST00000397496.7,122704
MMP14,NM_004995.4,MANE Select,ENST00000311852.11,4323
LRP10,NM_014045.5,MANE Select,ENST00000359591.9,26020
REM2,NM_173527.3,MANE Select,ENST00000267396.9,161253
RBM23,NM_001077351.2,MANE Select,ENST00000359890.8,55147
PRMT5,NM_006109.5,MANE Select,ENST00000324366.13,10419
HAUS4,NM_001166269.2,MANE Select,ENST00000541587.6,54930
AJUBA,NM_032876.6,MANE Select,ENST00000262713.7,84962
C14orf93,NM_021944.4,MANE Select,ENST00000299088.11,60686
PSMB5,NM_002797.5,MANE Select,ENST00000361611.11,5693
PSMB11,NM_001099780.2,MANE Select,ENST00000408907.5,122706
CDH24,NM_144985.4,MANE Select,ENST00000487137.7,64403
ACIN1,NM_001386863.1,MANE Select,ENST00000605057.6,22985
C14orf119,NM_017924.4,MANE Select,ENST00000319074.6,55017
LMLN2,NM_001354640.2,MANE Select,ENST00000637218.2,100128908
CEBPE,NM_001805.4,MANE Select,ENST00000206513.6,1053
SLC7A8,NM_012244.4,MANE Select,ENST00000316902.12,23428
RNF212B,NM_001282322.3,MANE Select,ENST00000430154.7,100507650
HOMEZ,NM_020834.3,MANE Select,ENST00000357460.7,57594
PPP1R3E,NM_001276318.2,MANE Select,ENST00000452015.9,90673
BCL2L2,NM_004050.5,MANE Select,ENST00000250405.10,599
PABPN1,NM_004643.4,MANE Select,ENST00000216727.9,8106
SLC22A17,NM_016609.7,MANE Select,ENST00000354772.10,51310
EFS,NM_005864.4,MANE Select,ENST00000216733.8,10278
CMTM5,NM_001288746.2,MANE Select,ENST00000339180.9,116173
MYH6,NM_002471.4,MANE Select,ENST00000405093.9,4624
MYH7,NM_000257.4,MANE Select,ENST00000355349.4,4625
NGDN,NM_001042635.2,MANE Select,ENST00000408901.8,25983
THTPA,NM_024328.6,MANE Select,ENST00000288014.7,79178
ZFHX2,NM_033400.3,MANE Select,ENST00000419474.5,85446
AP1G2,NM_003917.5,MANE Select,ENST00000397120.8,8906
JPH4,NM_001146028.2,MANE Select,ENST00000356300.9,84502
DHRS2,NM_005794.4,MANE Select,ENST00000250383.11,10202
DHRS4,NM_021004.4,MANE Select,ENST00000313250.10,10901
DHRS4L2,NM_198083.4,MANE Select,ENST00000335125.11,317749
CARMIL3,NM_138360.4,MANE Select,ENST00000342740.6,90668
CPNE6,NM_006032.4,MANE Select,ENST00000689861.1,9362
NRL,NM_001354768.3,MANE Select,ENST00000561028.6,4901
PCK2,NM_004563.4,MANE Select,ENST00000216780.9,5106
DCAF11,NM_025230.5,MANE Select,ENST00000446197.8,80344
FITM1,NM_203402.3,MANE Select,ENST00000267426.6,161247
PSME1,NM_006263.4,MANE Select,ENST00000206451.11,5720
EMC9,NM_016049.4,MANE Select,ENST00000216799.9,51016
PSME2,NM_002818.3,MANE Select,ENST00000216802.10,5721
RNF31,NM_017999.5,MANE Select,ENST00000324103.11,55072
IRF9,NM_006084.5,MANE Select,ENST00000396864.8,10379
REC8,NM_001048205.2,MANE Select,ENST00000611366.5,9985
IPO4,NM_024658.4,MANE Select,ENST00000354464.11,79711
TM9SF1,NM_006405.7,MANE Select,ENST00000261789.9,10548
TSSK4,NM_001184739.2,MANE Select,ENST00000339917.10,283629
CHMP4A,NM_014169.5,MANE Select,ENST00000347519.12,29082
MDP1,NM_138476.4,MANE Select,ENST00000288087.12,145553
NEDD8,NM_006156.3,MANE Select,ENST00000250495.10,4738
GMPR2,NM_001002002.3,MANE Select,ENST00000399440.7,51292
TINF2,NM_001099274.3,MANE Select,ENST00000267415.12,26277
TGM1,NM_000359.3,MANE Select,ENST00000206765.11,7051
RABGGTA,NM_182836.3,MANE Select,ENST00000216840.11,5875
DHRS1,NM_001136050.3,MANE Select,ENST00000288111.12,115817
NOP9,NM_174913.3,MANE Select,ENST00000267425.8,161424
CIDEB,NM_001393339.1,MANE Select,ENST00000554411.6,27141
LTB4R2,NM_019839.5,MANE Select,ENST00000533293.2,56413
LTB4R,NM_001143919.3,MANE Select,ENST00000345363.8,1241
ADCY4,NM_001198568.2,MANE Select,ENST00000418030.7,196883
RIPK3,NM_006871.4,MANE Select,ENST00000216274.10,11035
NFATC4,NM_004554.5,MANE Select,ENST00000250373.9,4776
NYNRIN,NM_025081.3,MANE Select,ENST00000382554.4,57523
KHNYN,NM_015299.3,MANE Select,ENST00000553935.6,23351
CBLN3,NM_001039771.3,MANE Select,ENST00000267406.11,643866
SDR39U1,NM_020195.3,MANE Select,ENST00000399395.8,56948
CMA1,NM_001836.5,MANE Select,ENST00000250378.7,1215
CTSG,NM_001911.3,MANE Select,ENST00000216336.3,1511
GZMH,NM_033423.5,MANE Select,ENST00000216338.9,2999
GZMB,NM_004131.6,MANE Select,ENST00000216341.9,3002
STXBP6,NM_001394410.1,MANE Select,ENST00000323944.10,29091
NOVA1,NM_002515.3,MANE Select,ENST00000539517.7,4857
FOXG1,NM_005249.5,MANE Select,ENST00000313071.7,2290
PRKD1,NM_002742.3,MANE Select,ENST00000331968.11,5587
G2E3,NM_017769.5,MANE Select,ENST00000206595.11,55632
SCFD1,NM_016106.4,MANE Select,ENST00000458591.7,23256
COCH,NM_004086.3,MANE Select,ENST00000396618.9,1690
